age,workclass,education,marital,relationship,race,gender,salary
39, Private, HS-grad, Widowed, Unmarried, Black, Female,<=50K
23, Private, 11th, Divorced, Unmarried, White, Female,<=50K
32, Private, 11th, Never-married, Unmarried, Black, Female,<=50K
63, Private, HS-grad, Widowed, Not-in-family, White, Female,<=50K
19, Self-emp-not-inc, Some-college, Never-married, Not-in-family, White, Female,<=50K
57, State-gov, Doctorate, Divorced, Not-in-family, White, Male,>50K
41, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
23, Private, Assoc-voc, Never-married, Own-child, White, Male,<=50K
30, Private, Doctorate, Never-married, Own-child, White, Male,<=50K
43, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Husband, White, Male,<=50K
64, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband, White, Male,<=50K
56, Private, 5th-6th, Separated, Not-in-family, White, Male,<=50K
32, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
55, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
17, Private, 11th, Never-married, Own-child, White, Female,<=50K
17, Private, 10th, Never-married, Own-child, Black, Male,<=50K
29, Private, Some-college, Married-civ-spouse, Wife, White, Female,<=50K
23, ?, HS-grad, Separated, Own-child, White, Female,<=50K
37, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
39, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
36, Private, Bachelors, Married-civ-spouse, Wife, White, Female,>50K
50, Private, Bachelors, Divorced, Not-in-family, White, Male,>50K
41, ?, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
31, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
71, ?, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
56, Private, Some-college, Widowed, Not-in-family, Black, Female,<=50K
51, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
20, Private, Some-college, Separated, Own-child, White, Female,<=50K
53, Private, Bachelors, Divorced, Not-in-family, White, Male,>50K
33, State-gov, Masters, Never-married, Not-in-family, Black, Female,<=50K
27, Private, Some-college, Married-civ-spouse, Wife, Black, Female,<=50K
40, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
45, Private, Some-college, Divorced, Unmarried, Black, Female,<=50K
54, Private, Assoc-voc, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,<=50K
33, Self-emp-not-inc, HS-grad, Separated, Other-relative, White, Male,<=50K
27, ?, HS-grad, Separated, Other-relative, White, Female,<=50K
36, Private, 10th, Never-married, Own-child, Black, Male,<=50K
42, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,>50K
33, Private, Some-college, Never-married, Own-child, White, Female,<=50K
19, Private, Some-college, Never-married, Own-child, White, Female,<=50K
52, Federal-gov, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
41, Local-gov, Masters, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,>50K
30, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
22, Private, Some-college, Never-married, Own-child, White, Male,<=50K
47, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
26, Private, 5th-6th, Never-married, Not-in-family, White, Male,<=50K
36, Private, 11th, Separated, Not-in-family, Black, Male,<=50K
35, Private, HS-grad, Separated, Unmarried, White, Male,<=50K
46, Private, Some-college, Married-civ-spouse, Husband, Black, Male,>50K
24, Private, Bachelors, Never-married, Own-child, White, Female,<=50K
30, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
38, Private, HS-grad, Divorced, Own-child, White, Male,<=50K
50, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
41, Local-gov, Some-college, Divorced, Unmarried, Black, Female,<=50K
38, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
36, Private, Bachelors, Never-married, Not-in-family, Black, Male,<=50K
47, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
59, Private, Some-college, Married-civ-spouse, Other-relative, White, Female,>50K
35, ?, Bachelors, Divorced, Unmarried, White, Female,<=50K
59, Private, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
52, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
37, Self-emp-inc, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
52, Private, Bachelors, Married-spouse-absent, Other-relative, Black, Female,<=50K
51, Private, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
58, ?, 11th, Divorced, Not-in-family, Black, Male,<=50K
68, Private, 10th, Widowed, Unmarried, Black, Female,<=50K
71, Private, 9th, Divorced, Not-in-family, Black, Female,<=50K
49, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,<=50K
35, Local-gov, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
18, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
29, Private, 10th, Married-civ-spouse, Wife, White, Female,<=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
31, Private, 9th, Never-married, Not-in-family, White, Male,<=50K
22, Federal-gov, Some-college, Never-married, Not-in-family, Black, Male,<=50K
20, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
57, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
18, Private, Some-college, Never-married, Own-child, White, Female,<=50K
32, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
39, Private, HS-grad, Divorced, Own-child, White, Male,<=50K
37, Private, Bachelors, Divorced, Not-in-family, White, Female,<=50K
51, Private, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,<=50K
48, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
39, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
35, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
40, Private, 5th-6th, Married-civ-spouse, Husband, Other, Male,<=50K
19, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
28, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
23, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
18, Private, Some-college, Never-married, Own-child, White, Male,<=50K
23, Local-gov, Bachelors, Never-married, Not-in-family, White, Male,<=50K
47, Local-gov, 11th, Married-civ-spouse, Husband, White, Male,<=50K
42, Federal-gov, Bachelors, Divorced, Own-child, White, Male,<=50K
25, Private, Some-college, Never-married, Own-child, White, Male,<=50K
17, Private, 10th, Never-married, Own-child, White, Female,<=50K
34, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
30, Self-emp-inc, Masters, Married-civ-spouse, Husband, White, Male,>50K
29, Private, Assoc-acdm, Never-married, Own-child, White, Male,<=50K
22, Private, Some-college, Married-civ-spouse, Wife, White, Female,<=50K
46, Federal-gov, HS-grad, Never-married, Not-in-family, White, Male,<=50K
69, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
19, ?, Some-college, Never-married, Own-child, White, Male,<=50K
59, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
45, Federal-gov, Some-college, Married-civ-spouse, Husband, White, Male,>50K
41, State-gov, Masters, Never-married, Not-in-family, Black, Female,<=50K
47, Federal-gov, Bachelors, Divorced, Unmarried, White, Male,<=50K
64, Private, 11th, Widowed, Unmarried, White, Female,<=50K
29, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
29, Private, Prof-school, Divorced, Own-child, White, Female,<=50K
17, Private, 11th, Never-married, Own-child, White, Female,<=50K
24, Private, HS-grad, Never-married, Unmarried, White, Male,<=50K
28, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
35, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
48, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
36, Private, Assoc-voc, Never-married, Unmarried, Black, Female,<=50K
38, Private, Assoc-voc, Never-married, Not-in-family, White, Female,<=50K
49, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
42, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
36, Self-emp-inc, Assoc-voc, Married-civ-spouse, Husband, White, Male,<=50K
25, Private, 10th, Never-married, Not-in-family, White, Female,<=50K
41, Private, Masters, Married-civ-spouse, Husband, White, Male,<=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
32, Private, Assoc-voc, Divorced, Not-in-family, White, Female,<=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Husband, White, Male,>50K
48, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
56, Private, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, Black, Male,<=50K
30, State-gov, HS-grad, Never-married, Unmarried, Black, Female,<=50K
51, Private, 11th, Married-civ-spouse, Husband, White, Male,>50K
22, Self-emp-inc, Bachelors, Never-married, Own-child, White, Male,<=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
67, ?, HS-grad, Widowed, Not-in-family, White, Female,<=50K
26, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
35, Private, Bachelors, Married-spouse-absent, Unmarried, White, Male,<=50K
37, ?, 9th, Divorced, Unmarried, White, Female,<=50K
34, Private, Some-college, Never-married, Not-in-family, White, Male,<=50K
51, State-gov, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
26, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
28, Federal-gov, Some-college, Never-married, Unmarried, Black, Female,<=50K
32, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,<=50K
55, Private, 11th, Separated, Unmarried, Black, Female,<=50K
17, Private, 11th, Never-married, Own-child, White, Female,<=50K
40, Private, Some-college, Separated, Unmarried, White, Female,<=50K
38, Private, Bachelors, Divorced, Own-child, White, Male,<=50K
67, Self-emp-inc, HS-grad, Widowed, Not-in-family, White, Female,>50K
44, Private, HS-grad, Divorced, Own-child, White, Male,<=50K
26, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
25, Private, HS-grad, Divorced, Own-child, White, Female,<=50K
45, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
38, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
62, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
20, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
45, State-gov, Some-college, Married-spouse-absent, Other-relative, Black, Male,<=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Wife, White, Female,>50K
49, Private, Bachelors, Divorced, Not-in-family, White, Male,<=50K
36, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
24, ?, HS-grad, Divorced, Unmarried, Black, Female,<=50K
29, Private, HS-grad, Separated, Unmarried, Black, Female,<=50K
23, Private, 11th, Never-married, Other-relative, White, Female,<=50K
50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
44, Private, Bachelors, Married-civ-spouse, Husband, Black, Male,>50K
44, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
32, Private, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
73, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
24, Private, Masters, Never-married, Not-in-family, White, Female,<=50K
46, State-gov, HS-grad, Married-civ-spouse, Wife, Black, Female,<=50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Husband, White, Male,>50K
37, Federal-gov, Masters, Never-married, Own-child, White, Female,<=50K
29, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
40, Private, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
17, Private, 11th, Never-married, Own-child, Other, Male,<=50K
30, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
19, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
30, Private, Doctorate, Never-married, Not-in-family, White, Male,<=50K
90, ?, HS-grad, Widowed, Not-in-family, White, Male,<=50K
76, ?, 5th-6th, Widowed, Unmarried, White, Female,<=50K
47, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
65, ?, Preschool, Married-civ-spouse, Husband, Black, Male,<=50K
25, Private, Some-college, Never-married, Own-child, White, Male,<=50K
41, Private, Bachelors, Divorced, Own-child, White, Female,<=50K
47, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
27, Local-gov, Assoc-acdm, Never-married, Unmarried, Black, Female,<=50K
42, Local-gov, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
49, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
37, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
19, State-gov, Some-college, Never-married, Own-child, White, Male,<=50K
24, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
34, Local-gov, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
33, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
44, Self-emp-not-inc, Some-college, Divorced, Not-in-family, White, Female,<=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,>50K
45, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
35, Private, Bachelors, Never-married, Not-in-family, Black, Male,<=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
45, Private, Some-college, Divorced, Not-in-family, White, Female,<=50K
54, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
45, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
69, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
24, Private, HS-grad, Never-married, Own-child, Black, Male,<=50K
36, Private, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,<=50K
61, State-gov, 10th, Never-married, Not-in-family, Black, Female,<=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
56, Private, HS-grad, Divorced, Other-relative, White, Male,<=50K
35, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
51, Local-gov, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
50, Private, 11th, Never-married, Other-relative, White, Female,<=50K
25, Private, Some-college, Never-married, Own-child, White, Female,<=50K
46, Private, Masters, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,>50K
23, Private, Bachelors, Never-married, Own-child, White, Female,<=50K
44, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
38, State-gov, HS-grad, Divorced, Unmarried, White, Female,<=50K
35, ?, HS-grad, Never-married, Own-child, White, Male,<=50K
25, Private, Some-college, Never-married, Not-in-family, Other, Female,<=50K
78, ?, HS-grad, Widowed, Not-in-family, White, Female,<=50K
18, Private, 10th, Never-married, Own-child, White, Female,<=50K
40, Private, HS-grad, Married-spouse-absent, Not-in-family, White, Male,<=50K
61, ?, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
31, State-gov, 12th, Married-civ-spouse, Wife, White, Female,<=50K
33, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
35, Private, Assoc-voc, Divorced, Unmarried, White, Female,<=50K
55, State-gov, Masters, Married-civ-spouse, Husband, White, Male,>50K
19, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
31, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
43, State-gov, Masters, Married-civ-spouse, Husband, White, Male,>50K
49, Local-gov, Masters, Married-civ-spouse, Husband, Black, Male,>50K
48, Local-gov, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
27, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
38, State-gov, Masters, Married-civ-spouse, Husband, White, Male,>50K
35, Private, HS-grad, Married-civ-spouse, Wife, White, Female,>50K
29, Private, HS-grad, Never-married, Other-relative, Other, Male,<=50K
27, Private, Bachelors, Never-married, Own-child, White, Male,<=50K
31, Private, 9th, Married-civ-spouse, Husband, White, Male,<=50K
26, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
23, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
32, Federal-gov, HS-grad, Separated, Not-in-family, Black, Male,<=50K
54, ?, HS-grad, Widowed, Own-child, White, Female,<=50K
36, Private, Bachelors, Divorced, Own-child, White, Female,<=50K
22, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
62, Private, Some-college, Married-civ-spouse, Wife, White, Female,<=50K
41, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
43, Private, HS-grad, Married-civ-spouse, Wife, White, Female,>50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
27, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
35, Private, Some-college, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male,<=50K
41, Local-gov, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
42, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
24, Private, Some-college, Divorced, Not-in-family, White, Male,<=50K
35, Private, HS-grad, Never-married, Unmarried, Black, Male,<=50K
40, Local-gov, Some-college, Married-civ-spouse, Wife, White, Female,>50K
46, Private, 7th-8th, Married-civ-spouse, Wife, White, Female,<=50K
45, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
33, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
68, Private, HS-grad, Widowed, Unmarried, White, Female,<=50K
33, Private, Bachelors, Separated, Not-in-family, Black, Female,<=50K
23, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
30, Private, Some-college, Never-married, Not-in-family, White, Male,>50K
35, State-gov, Some-college, Divorced, Unmarried, Black, Female,<=50K
40, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
36, State-gov, Masters, Divorced, Unmarried, White, Male,<=50K
46, Self-emp-inc, 9th, Married-civ-spouse, Wife, White, Female,<=50K
49, Local-gov, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
41, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
26, Private, Masters, Never-married, Own-child, White, Male,<=50K
37, Private, HS-grad, Divorced, Not-in-family, Black, Female,<=50K
50, Local-gov, Some-college, Married-civ-spouse, Husband, White, Male,>50K
20, Private, Some-college, Never-married, Own-child, White, Male,<=50K
59, State-gov, Doctorate, Divorced, Unmarried, White, Male,>50K
30, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
23, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
44, Local-gov, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
28, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
48, Private, Some-college, Never-married, Not-in-family, White, Female,>50K
34, Private, HS-grad, Separated, Unmarried, White, Female,<=50K
58, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
33, Local-gov, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
38, Private, Bachelors, Married-spouse-absent, Not-in-family, Other, Male,<=50K
49, Federal-gov, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
67, Self-emp-not-inc, 1st-4th, Widowed, Not-in-family, Black, Female,<=50K
23, Private, 10th, Never-married, Not-in-family, White, Female,<=50K
42, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
54, Private, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
49, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
35, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
26, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
31, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
36, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
25, Private, 10th, Married-civ-spouse, Husband, White, Male,<=50K
35, Local-gov, Masters, Never-married, Not-in-family, White, Male,>50K
40, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,<=50K
52, Private, Assoc-acdm, Separated, Not-in-family, White, Female,<=50K
42, State-gov, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
25, ?, 12th, Separated, Unmarried, White, Female,<=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Wife, White, Female,>50K
52, Private, Some-college, Married-civ-spouse, Husband, Black, Male,>50K
51, Local-gov, Masters, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male,<=50K
19, Private, Some-college, Never-married, Own-child, White, Male,<=50K
43, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
57, Private, 12th, Married-civ-spouse, Husband, White, Male,>50K
35, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
30, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
38, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
45, State-gov, Some-college, Divorced, Not-in-family, White, Female,<=50K
23, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
22, Private, Some-college, Separated, Own-child, White, Female,<=50K
21, ?, HS-grad, Never-married, Other-relative, White, Male,<=50K
60, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
45, Private, Bachelors, Divorced, Unmarried, White, Female,>50K
26, Private, HS-grad, Never-married, Unmarried, White, Male,<=50K
49, State-gov, 10th, Married-civ-spouse, Husband, White, Male,<=50K
29, Private, Some-college, Divorced, Not-in-family, White, Female,<=50K
47, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
34, Private, HS-grad, Separated, Unmarried, White, Female,<=50K
42, Private, Masters, Married-civ-spouse, Husband, White, Male,<=50K
33, Private, 1st-4th, Married-civ-spouse, Husband, White, Male,<=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
53, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
38, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
44, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
43, Private, 10th, Married-civ-spouse, Husband, White, Male,<=50K
26, Private, Masters, Never-married, Not-in-family, White, Male,<=50K
56, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
39, Private, Assoc-voc, Divorced, Unmarried, Black, Female,<=50K
44, Private, 7th-8th, Divorced, Not-in-family, White, Male,<=50K
34, Private, HS-grad, Separated, Not-in-family, White, Male,>50K
40, Private, Assoc-acdm, Never-married, Not-in-family, White, Female,<=50K
38, Federal-gov, Some-college, Married-civ-spouse, Husband, Black, Male,<=50K
44, Private, Some-college, Divorced, Unmarried, White, Female,<=50K
34, Federal-gov, Some-college, Divorced, Own-child, White, Male,<=50K
22, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
58, Self-emp-inc, Some-college, Widowed, Not-in-family, White, Female,>50K
43, Private, Some-college, Divorced, Unmarried, White, Female,<=50K
23, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
41, Private, Some-college, Separated, Not-in-family, Black, Female,<=50K
44, Private, Some-college, Never-married, Not-in-family, White, Male,<=50K
32, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
38, Local-gov, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
47, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
24, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
39, Private, Masters, Married-civ-spouse, Husband, White, Male,<=50K
32, Private, 12th, Divorced, Own-child, White, Male,<=50K
40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
34, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
34, Private, HS-grad, Never-married, Unmarried, White, Male,<=50K
57, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
71, Private, 5th-6th, Married-civ-spouse, Husband, White, Male,<=50K
45, Local-gov, Masters, Never-married, Not-in-family, White, Male,>50K
54, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
26, Private, Assoc-voc, Never-married, Unmarried, White, Female,<=50K
37, Private, Some-college, Married-civ-spouse, Wife, White, Female,>50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
42, Private, Bachelors, Divorced, Unmarried, White, Female,<=50K
45, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
37, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
57, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
39, Private, Bachelors, Married-civ-spouse, Not-in-family, White, Male,<=50K
45, State-gov, Some-college, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,>50K
30, Private, Assoc-voc, Divorced, Not-in-family, White, Female,<=50K
27, Private, HS-grad, Married-AF-spouse, Husband, White, Male,>50K
44, Private, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
44, State-gov, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
38, Private, HS-grad, Married-civ-spouse, Wife, White, Female,>50K
19, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
39, Private, Some-college, Divorced, Not-in-family, White, Female,<=50K
55, Self-emp-inc, 10th, Widowed, Not-in-family, White, Male,<=50K
17, Private, 10th, Never-married, Own-child, White, Female,<=50K
43, Private, Some-college, Divorced, Unmarried, White, Female,<=50K
36, Local-gov, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
45, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
44, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
26, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
32, Private, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
21, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
43, Federal-gov, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
34, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
33, State-gov, Bachelors, Never-married, Not-in-family, White, Male,<=50K
40, Self-emp-inc, HS-grad, Never-married, Not-in-family, White, Male,<=50K
46, Private, 5th-6th, Never-married, Own-child, White, Female,<=50K
20, ?, HS-grad, Never-married, Own-child, White, Male,<=50K
54, State-gov, HS-grad, Widowed, Not-in-family, White, Female,<=50K
23, Private, Some-college, Never-married, Own-child, White, Male,<=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
25, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
50, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,>50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
25, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
60, Private, 11th, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,<=50K
43, State-gov, HS-grad, Never-married, Not-in-family, White, Female,<=50K
25, Private, Bachelors, Never-married, Own-child, White, Female,<=50K
31, Private, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
35, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
48, Private, Some-college, Divorced, Unmarried, White, Male,<=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Wife, White, Female,>50K
27, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
24, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
49, Private, Some-college, Married-civ-spouse, Wife, White, Female,>50K
31, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
59, Private, 11th, Divorced, Not-in-family, White, Male,<=50K
27, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
38, Self-emp-not-inc, Masters, Never-married, Not-in-family, White, Male,>50K
